aa,0.027190124988555907
bb,0.03187570571899414
cc,0.047258055210113524
dd,0.034435617923736575
ee,0.03669341802597046
ff,0.03325109481811524
gg,0.07898263931274414
hh,0.017581474781036378
ii,0.01708592176437378
jj,0.017370665073394777
kk,0.019149720668792725
ll,0.014431440830230713
mm,0.016829919815063477
nn,0.03026357889175415
oo,0.035235476493835446
pp,0.03805121183395386
qq,0.04387247562408447
rr,0.03907344341278076
ss,0.030971765518188477
tt,0.03279544115066528
uu,0.030012762546539305
vv,0.027804756164550783
ww,0.01670815944671631
xx,0.021461641788482665
yy,0.03231834173202515
zz,0.022959411144256592
AA,0.029956984519958495
BB,0.029319846630096437
CC,0.024283766746520996
DD,0.09126827716827393
EE,0.02781335115432739
FF,0.01943560838699341
GG,0.016596150398254395
HH,0.015131902694702149
II,0.014669692516326905
JJ,0.01515491008758545
KK,0.015075588226318359
LL,0.015421223640441895
MM,0.016242516040802003
NN,0.0161238431930542
OO,0.014345526695251465
PP,0.01465013027191162
QQ,0.01541597843170166
RR,0.014547502994537354
SS,0.016635262966156007
TT,0.01609572172164917
UU,0.01645538806915283
VV,0.021992909908294677
WW,0.017285120487213135
XX,0.01979464292526245
YY,0.017415547370910646
ZZ,0.017343008518218996
!!,0.018333661556243896
"""""",0.016436994075775146
##,0.015680766105651854
$$,0.018554532527923585
%%,0.017031157016754152
&&,0.018771028518676756
'',0.019832563400268555
((,0.025132417678833008
)),0.02563011646270752
**,0.050606584548950194
++,0.039729630947113036
",,",0.03221712112426758
--,0.04002646207809448
..,0.03531184196472168
//,0.03443326950073242
::,0.02004857063293457
;;,0.01537947654724121
<<,0.016890347003936768
==,0.015116310119628907
>>,0.016475319862365723
??,0.020230281352996825
@@,0.016765916347503663
[[,0.01992536783218384
\\,0.028566598892211914
]],0.017546355724334717
^^,0.0164406418800354
__,0.01615368127822876
``,0.01672236919403076
{{,0.01711926460266113
||,0.016485118865966798
}},0.014468765258789063
~~,0.017821669578552246
