aa,0.03145654201507568
bb,0.030814433097839357
cc,0.030549383163452147
dd,0.032208383083343506
ee,0.03846409320831299
ff,0.03300937414169312
gg,0.0315759539604187
hh,0.03110079765319824
ii,0.017546987533569335
jj,0.017234230041503908
kk,0.016339528560638427
ll,0.01648315191268921
mm,0.01588252782821655
nn,0.015969681739807128
oo,0.01618170738220215
pp,0.01833791732788086
qq,0.01742473840713501
rr,0.017686474323272704
ss,0.01764533519744873
tt,0.01862025260925293
uu,0.018795621395111085
vv,0.03132861852645874
ww,0.015921413898468018
xx,0.016655111312866212
yy,0.017376136779785157
zz,0.01586272716522217
AA,0.017809641361236573
BB,0.018779182434082033
CC,0.015998566150665285
DD,0.016745615005493163
EE,0.01963292360305786
FF,0.01900653839111328
GG,0.018717610836029054
HH,0.021404349803924562
II,0.030054926872253418
JJ,0.03192238807678223
KK,0.03024756908416748
LL,0.03150094747543335
MM,0.03659656047821045
NN,0.0327566385269165
OO,0.03851850032806396
PP,0.02504620552062988
QQ,0.02908400297164917
RR,0.018935585021972658
SS,0.015819346904754637
TT,0.016490161418914795
UU,0.01756199598312378
VV,0.015752124786376952
WW,0.017912542819976805
XX,0.021863889694213868
YY,0.02724757194519043
ZZ,0.021070778369903564
!!,0.018927371501922606
"""""",0.02324681282043457
##,0.020611584186553955
$$,0.02141836881637573
%%,0.02273526191711426
&&,0.017970716953277587
'',0.017355847358703613
((,0.01658768653869629
)),0.01721259355545044
**,0.018767714500427246
++,0.016390490531921386
",,",0.017065596580505372
--,0.01754828691482544
..,0.017297565937042236
//,0.02140817642211914
::,0.02872014045715332
;;,0.029551231861114503
<<,0.032530248165130615
==,0.03034348487854004
>>,0.038034892082214354
??,0.030274081230163574
@@,0.03145023584365845
[[,0.04118677377700806
\\,0.02486358880996704
]],0.01729733943939209
^^,0.01654815673828125
__,0.020788252353668213
``,0.01878361701965332
{{,0.018143558502197267
||,0.021521079540252685
}},0.01856651306152344
~~,0.022622966766357423
